CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
OCCCN5258M1,POZO EL QUEMADO,CUENCAS CENTRALES DEL NORTE,DURANGO,GOMEZ PALACIO,PRINCIPAL-REGION LAGUNERA,POZO,-103.39419,25.71844,106.82,Media,446.0,Buena para riego,308.4,Potable - Dulce,0.661,Media,107.1468,Potable - Moderadamente suave,1.1,Potable - Excelente,0.981036,Potable - Excelente,0.0246,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5270M1,POZO EL CANARIO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.34812,25.59293,148.07,Media,640.0,Buena para riego,392.6,Potable - Dulce,0.4107,Media,184.5306,Potable - Dura,1.1,Potable - Excelente,3.849509,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5273M1,POZO 1 EL CUIJE,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,MATAMOROS,PRINCIPAL-REGION LAGUNERA,POZO,-103.33905,25.69791,109.395,Media,326.0,Buena para riego,225.4,Potable - Dulce,0.504,Media,69.447,Potable - Moderadamente suave,1.1,Potable - Excelente,0.568184,Potable - Excelente,0.0169,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCCCN5295M1,POZO SAN ISIDRO,CUENCAS CENTRALES DEL NORTE,COAHUILA DE ZARAGOZA,TORREON,PRINCIPAL-REGION LAGUNERA,POZO,-103.43761,25.56458,139.23,Media,989.0,Permisible para riego,685.0,Potable - Dulce,0.4993,Media,344.1662,Potable - Dura,1.1,Potable - Excelente,4.382479,Potable - Excelente,0.0188,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0041,Potable - Excelente,0.0797,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU2945,SANTA RITA,FRONTERA SUR,CHIAPAS,LA TRINITARIA,COMITAN,POZO,-91.9742,16.13222,58.26,Baja,504.0,Buena para riego,240.0,Potable - Dulce,0.2,Baja,179.6,Potable - Dura,40.0,Buena calidad,2.0806,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU2946,INDEPENDENCIA,FRONTERA SUR,CHIAPAS,LA INDEPENDENCIA,COMITAN,POZO,-92.005,16.25175,325.66,Alta,577.0,Buena para riego,372.0,Potable - Dulce,0.2,Baja,365.12,Potable - Dura,1.1,Potable - Excelente,1.7297,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU2989,EMBOTELLADORA AGUA ELECTRON,FRONTERA SUR,CHIAPAS,TUXTLA GUTIERREZ,TUXTLA,DESCARGA,-93.149917,16.75936,300.83,Alta,1233.0,Permisible para riego,604.0,Potable - Dulce,0.2,Baja,422.35,Potable - Dura,1.1,Potable - Excelente,0.0837,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU2993,POZO BERRIOZABAL,FRONTERA SUR,CHIAPAS,BERRIOZABAL,TUXTLA,POZO,-93.26927,16.79464,323.75,Alta,1059.0,Permisible para riego,644.0,Potable - Dulce,0.2158,Baja,430.24,Potable - Dura,1.1,Potable - Excelente,0.1088,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.19378,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3097,SAPAM MAZATAN,FRONTERA SUR,CHIAPAS,MAZATAN,SOCONUSCO,POZO,-92.45143,14.86892,102.19,Media,326.0,Buena para riego,564.0,Potable - Dulce,0.244,Baja,126.31,Potable - Dura,40.0,Buena calidad,8.6185,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.1686,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3100,COAPATAP,FRONTERA SUR,CHIAPAS,TAPACHULA,SOCONUSCO,POZO,-92.29876,14.88354,255.94,Alta,364.0,Buena para riego,344.0,Potable - Dulce,0.2343,Baja,230.91,Potable - Dura,1.1,Potable - Excelente,7.1153,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.07253,Potable - Excelente,0.03895,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3107,METAPA,FRONTERA SUR,CHIAPAS,METAPA,SOCONUSCO,POZO,-92.18802,14.83955,98.37,Media,226.0,Excelente para riego,188.0,Potable - Dulce,0.2653,Baja,134.2,Potable - Dura,430.0,Aceptable,0.141,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0225,Potable - Excelente,0.02712,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3109,FINCA SANTA CRUZ,FRONTERA SUR,CHIAPAS,SUCHIATE,SOCONUSCO,POZO,-92.15914,14.71028,90.73,Media,623.0,Buena para riego,184.0,Potable - Dulce,0.2913,Baja,71.05,Potable - Moderadamente suave,200.0,Buena calidad,0.2162,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0057,Potable - Excelente,0.0471,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3112,MIGUEL ALEMAN,FRONTERA SUR,CHIAPAS,SUCHIATE,SOCONUSCO,POZO,-92.21712,14.56115,92.64,Media,344.0,Buena para riego,252.0,Potable - Dulce,0.2035,Baja,98.68,Potable - Moderadamente suave,90.0,Buena calidad,0.2162,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0259,Potable - Excelente,0.0825,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3125,"TACSA, RANCHO SAN ANTONIO",FRONTERA SUR,CHIAPAS,TAPACHULA,SOCONUSCO,POZO,-92.41133,14.73264,116.51,Media,406.0,Buena para riego,276.0,Potable - Dulce,0.23,Baja,63.16,Potable - Moderadamente suave,1.1,Potable - Excelente,9.9538,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0531,Potable - Excelente,0.03691,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3128,RANCHO LOS TOROS,FRONTERA SUR,CHIAPAS,TAPACHULA,SOCONUSCO,POZO,-92.34088,14.81863,120.33,Media,292.0,Buena para riego,320.0,Potable - Dulce,0.2727,Baja,82.89,Potable - Moderadamente suave,1.1,Potable - Excelente,5.8506,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.0361,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCFSU3139,EST. JUAREZ,FRONTERA SUR,CHIAPAS,JUAREZ,REFORMA,POZO,-93.19794,17.6012,104.34,Media,222.0,Excelente para riego,153.8,Potable - Dulce,0.2,Baja,81.672,Potable - Moderadamente suave,1.1,Potable - Excelente,0.242172,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0042,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE3209,CRAS CUENCA PAPALOAPAN (POBL. NOPALTEPEC),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COSAMALOAPAN DE CARPIO,CUENCA RIO PAPALOAPAN,POZO,-96.00141,18.27438,80.0,Media,326.0,Buena para riego,273.0,Potable - Dulce,0.241,Baja,88.0,Potable - Moderadamente suave,1.1,Potable - Excelente,2.738,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01416,Potable - Excelente,0.00109,Potable - Excelente,0.00619,Potable - Excelente,0.00697,Potable - Excelente,0.25893,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE3325,COMISION REGIONAL DE AGUA Y SANEAMIENTO DEL PUERTO DE VERACRUZ (BETO AVILA POZO 16-A),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RIO,COSTERA DE VERACRUZ,POZO,-96.12286,19.16367,265.0,Alta,1241.0,Permisible para riego,678.0,Potable - Dulce,0.443,Media,296.0,Potable - Dura,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0486,Potable - Excelente,0.0004,Potable - Excelente,0.00644,Potable - Excelente,0.03864,Potable - Excelente,0.29969,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE3326,HOTEL JARAGUA S. A. DE C.V. (POZO 1),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,BOCA DEL RIO,COSTERA DE VERACRUZ,POZO,-96.10501,19.15072,201.97559027777774,Alta,627.0,Buena para riego,498.0,Potable - Dulce,0.2,Baja,246.0,Potable - Dura,1.1,Potable - Excelente,5.681,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01227,Potable - Excelente,0.00058,Potable - Excelente,0.004,Potable - Excelente,0.02474,Potable - Excelente,0.14133,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE3377,"EMBOTELLADORA TROPICAL, S.A. DE C.V. (PEPSI-COLA)",GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,IXTACZOQUITLAN,ORIZABA-CORDOBA,POZO,-97.06181,18.86073,85.0,Media,317.0,Buena para riego,254.0,Potable - Dulce,0.2,Baja,130.0,Potable - Dura,1.1,Potable - Excelente,3.486,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01236,Potable - Excelente,0.00114,Potable - Excelente,0.004,Potable - Excelente,0.00405,Potable - Excelente,0.21846,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE3427,CRYOINFRA,GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,COATZACOALCOS,COSTERA DE COATZACOALCOS,POZO,-94.40802,18.11244,193.815,Alta,623.0,Buena para riego,351.8,Potable - Dulce,0.2,Baja,59.838,Potable - Suave,10.0,Buena calidad,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0666,Potable - Excelente,0.2178,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE3430,CMAPS NANCHITAL (P-KM 34-2),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,NANCHITAL DE LAZARO CARDENAS DEL RIO,COSTERA DE COATZACOALCOS,POZO,-94.38855,18.06723,170.82,Alta,117.7,Excelente para riego,639.2,Potable - Dulce,0.2,Baja,223.3952,Potable - Dura,1.1,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0205,Potable - Excelente,0.0774,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE3468,DOS MATAS SOC. DE PROD. RURAL DE R. L. (P-2),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,TIERRA BLANCA,LOS NARANJOS,POZO,-96.41788,18.5883,160.0,Alta,375.0,Buena para riego,292.0,Potable - Dulce,0.2,Baja,124.0,Potable - Dura,1.1,Potable - Excelente,0.953,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01058,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0064,Potable - Excelente,0.11429,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGCE5350,O OP CD. CARDEL (COL. V. LOPEZ P-3),GOLFO CENTRO,VERACRUZ DE IGNACIO DE LA LLAVE,LA ANTIGUA,VALLE DE ACTOPAN,POZO,-96.368889,19.364444,198.0,Alta,612.0,Buena para riego,378.0,Potable - Dulce,0.466,Media,276.0,Potable - Dura,1.1,Potable - Excelente,0.044,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.03587,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.00409,Potable - Excelente,0.09375,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO3483,POZO 18 EJIDO SANTA ROSA,GOLFO NORTE,TAMAULIPAS,GÜEMEZ,VICTORIA-GUEMEZ,POZO,-99.266,23.96256,369.0,Alta,786.0,Permisible para riego,521.0,Potable - Dulce,0.2,Baja,471.0,Potable - Dura,1.1,Potable - Excelente,5.914,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.00865,Potable - Excelente,0.11401,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO3484,POZO 21 EJ. EL PROGRESO,GOLFO NORTE,TAMAULIPAS,GÜEMEZ,VICTORIA-GUEMEZ,POZO,-99.08132,23.96787,297.0,Alta,982.3,Permisible para riego,706.0,Potable - Dulce,0.7079,Potable - Optima,439.0,Potable - Dura,1.1,Potable - Excelente,0.769,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.00663,Potable - Excelente,0.03984,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO3487,ANGELICA ACEVEDO,GOLFO NORTE,TAMAULIPAS,GÜEMEZ,MARGENES DEL RIO PURIFICACION,POZO,-99.12199,24.07083,175.0,Alta,486.0,Buena para riego,317.0,Potable - Dulce,0.2509,Baja,244.0,Potable - Dura,1.1,Potable - Excelente,1.829,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.02346,Potable - Excelente,0.19783,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO3570,POZO 13 RANCHO ERICO,GOLFO NORTE,TAMAULIPAS,VICTORIA,VICTORIA-GUEMEZ,POZO,-99.14043,23.89004,250.0,Alta,937.6,Permisible para riego,635.0,Potable - Dulce,0.2,Baja,460.0,Potable - Dura,3.0,Potable - Excelente,0.02,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.008,Potable - Excelente,0.02754,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO3574,POZO 25 COMAPA PLANTA TRATADORA,GOLFO NORTE,TAMAULIPAS,VICTORIA,VICTORIA-GUEMEZ,POZO,-99.07846,23.75981,248.0,Alta,599.6,Buena para riego,562.0,Potable - Dulce,0.2334,Baja,416.0,Potable - Dura,43.0,Buena calidad,3.557,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.00707,Potable - Excelente,0.17731,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCGNO3652,POZO 117A COMAPA GONZALEZ,GOLFO NORTE,TAMAULIPAS,GONZALEZ,LLERA-XICOTENCATL,POZO,-98.42944,22.81269,224.0,Alta,640.6,Buena para riego,610.0,Potable - Dulce,0.2526,Baja,316.0,Potable - Dura,4.0,Buena calidad,1.069,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.02103,Potable - Excelente,0.10214,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3697,POZO 62. (SARH 344),LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,CAJITITLAN,POZO,-103.3113,20.437,303.315,Alta,550.0,Buena para riego,488.3333,Potable - Dulce,0.7063,Potable - Optima,247.008,Potable - Dura,1.1,Potable - Excelente,6.488379,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3699,POZO NO. 369. QUIMIKAO 1R,LERMA SANTIAGO PACIFICO,JALISCO,TLAJOMULCO DE ZUÑIGA,TOLUQUILLA,POZO,-103.2251,20.49387,174.105,Alta,361.0,Buena para riego,240.0,Potable - Dulce,0.4229,Media,39.84,Potable - Suave,1.1,Potable - Excelente,0.032947,Potable - Excelente,0.0145,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3702,POZO TATEPOSCO 2,LERMA SANTIAGO PACIFICO,JALISCO,TONALA,TOLUQUILLA,POZO,-103.2423,20.59728,175.2,Alta,311.0,Buena para riego,281.0,Potable - Dulce,0.4488,Media,83.664,Potable - Moderadamente suave,1.1,Potable - Excelente,0.973368,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3718,POZO LAS GRANJAS,LERMA SANTIAGO PACIFICO,JALISCO,ZAPOTLANEJO,ALTOS DE JALISCO,POZO,-103.08514,20.60925,145.41,Media,339.0,Buena para riego,226.0,Potable - Dulce,0.2563,Baja,89.523,Potable - Moderadamente suave,10.0,Buena calidad,0.704672,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3720,POZO COYOTES,LERMA SANTIAGO PACIFICO,JALISCO,ZAPOTLANEJO,ALTOS DE JALISCO,POZO,-102.92708,20.58173,78.81,Media,173.0,Excelente para riego,151.0,Potable - Dulce,0.2,Baja,61.6714,Potable - Moderadamente suave,1.1,Potable - Excelente,1.61626,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3727,POZO EL MEZQUITE,LERMA SANTIAGO PACIFICO,JALISCO,ACATIC,ALTOS DE JALISCO,POZO,-102.84686,20.74867,91.02,Media,222.0,Excelente para riego,243.2,Potable - Dulce,0.2,Baja,109.56,Potable - Moderadamente suave,1.1,Potable - Excelente,10.371827,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0054,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.031,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3729,POZO NO. 33. PLAN DE ADOBES,LERMA SANTIAGO PACIFICO,JALISCO,TEPATITLAN DE MORELOS,TEPATITLAN,POZO,-102.76882,20.78513,89.91,Media,193.0,Excelente para riego,163.2,Potable - Dulce,0.202,Baja,49.8,Potable - Suave,1.1,Potable - Excelente,0.437547,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0061,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3731,POZO INULINA Y MIEL DE AGAVE,LERMA SANTIAGO PACIFICO,JALISCO,TEPATITLAN DE MORELOS,TEPATITLAN,POZO,-102.67258,20.87053,93.24,Media,180.0,Excelente para riego,142.0,Potable - Dulce,0.2,Baja,71.712,Potable - Moderadamente suave,1.1,Potable - Excelente,0.555166,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0109,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3816,POZO LA NANTESANA,LERMA SANTIAGO PACIFICO,JALISCO,SAN IGNACIO CERRO GORDO,OCOTLAN,POZO,-102.46471,20.69921,69.93,Baja,124.0,Excelente para riego,106.0,Potable - Dulce,0.2,Baja,49.8,Potable - Suave,1.1,Potable - Excelente,0.627889,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0064,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3820,POZO CDC (PATRON SPIRITS S.A. DE C.V.),LERMA SANTIAGO PACIFICO,JALISCO,ATOTONILCO EL ALTO,OCOTLAN,POZO,-102.54816,20.5208,237.54,Alta,516.0,Buena para riego,303.3333,Potable - Dulce,0.576,Media,119.364,Potable - Moderadamente suave,10.0,Buena calidad,2.840741,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3828,POZO UNIDAD DEPORTIVA OCOTLAN,LERMA SANTIAGO PACIFICO,JALISCO,OCOTLAN,OCOTLAN,POZO,-102.779,20.3593,297.57,Alta,676.0,Buena para riego,425.4,Potable - Dulce,0.4331,Media,146.446,Potable - Dura,1.1,Potable - Excelente,0.097056,Potable - Excelente,0.0114,Apta como FAAP,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0688,Potable - Excelente,0.1601,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3841,POZO 34. ATEQUIZA 2,LERMA SANTIAGO PACIFICO,JALISCO,IXTLAHUACAN DE LOS MEMBRILLOS,CAJITITLAN,POZO,-103.1489,20.39211,215.82,Alta,457.0,Buena para riego,355.2,Potable - Dulce,0.2662,Baja,144.467,Potable - Dura,75.0,Buena calidad,5.423002,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCLSP3860,POZO SUR POBLACION TAPALPA,LERMA SANTIAGO PACIFICO,JALISCO,TAPALPA,TAPALPA,POZO,-103.757005,19.937367,143.65,Media,287.0,Buena para riego,236.0,Potable - Dulce,0.2239,Baja,111.1152,Potable - Moderadamente suave,75.0,Buena calidad,2.986687,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.004,Potable - Excelente,0.0004,Potable - Excelente,0.004,Potable - Excelente,0.007,Potable - Excelente,0.025,Potable - Excelente,Verde,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
